,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,VisionClientID,EpicorCustomerID,ClientNumber,Name,Type,Status,WebSite,Memo,CurrentStatus,ClientInd,VendorInd,LinkedVendor,VisionClientAddressID,AddressDescription,Address2,Address3,Address4,City,State,Zip,Country,Phone,FAX,GoogleAddress,GooglePhone,googleExtras,googled
109,109,109,109,ADMIN486509637976,TRIHED10,90,Trihedral Properties Pty Ltd,,A,,,Existing,Y,N,,FE17A60C-9303-4CFE-ACEA-1135C89ECB46,Default,300 Adelaide Street,,,Brisbane,QLD,4000,AU,732200269,732212763,,,,
110,110,110,110,ADMIN486509637977,SINGAP10,95,Singapore Airlines,,A,,,Existing,Y,N,,9DE93AA4-E02F-404F-AC06-1A1D77317752,Default,344 Queen Street,,,Brisbane,QLD,4001,AU,738604196,,,,,
111,111,111,111,ADMIN486509637978,SMIWAT10,99,Brad Smith and Melissa Watson,,A,,,Existing,Y,N,,BE5602D9-1AD8-4A20-9052-546ECAE261A4,Default,,,,Brisbane,QLD,,AU,419655517,,,,,
112,112,112,112,ADMIN486509637979,STHRUG10,110,Souths Rugby League Club,,A,,,Existing,Y,N,,85EFABFB-3067-4567-994F-F1B1E5172BFB,Default,,,,Brisbane,QLD,,AU,07 38913055,07 38913227,,,,
113,113,113,113,ADMIN486509637980,SUNCOR20,118,Suncorp Metway Group,,A,,,Existing,Y,N,,3479B6F4-33F4-42CF-A378-0C8DCCD3B4F1,Default,,,,Brisbane,QLD,4001,AU,,,,,,
114,114,114,114,ADMIN486509637981,QLDLAW10,126,Queensland Law Society,,A,,,Existing,Y,N,,E2178852-6BFA-42E1-8EFE-E301C1B58D80,Default,,,,Brisbane,QLD,4000,AU,,,,,,
115,115,115,115,ADMIN486509637982,QLDRAI10,129,Queensland Railways,,A,,,Existing,Y,N,,90918452-5C80-4A9E-87F2-42C0A2EA0B0C,Default,,,,Brisbane,QLD,4001,AU,,,,,,
116,116,116,116,ADMIN486509637983,QLDRUN10,130,Qld Rugby Union,,A,,,Existing,Y,N,,8D2D72B6-72AC-4A9C-B5BA-1709AB675EB3,Default,Level 2,82 Eagle Street,,Brisbane,QLD,4000,AU,732211221,,,,,
117,117,117,117,ADMIN486509637984,QLDTRS10,132,Queensland Treasury Corp,,A,,,Existing,Y,N,,C1C1C417-621F-4D9C-B302-E8F9AB1A19C8,Default,,,,Brisbane,QLD,4000,AU,,,,,,
118,118,118,118,ADMIN486509637985,RANRIC10,141,Meta Ransome and Ed Richards,,A,,,Existing,Y,N,,64C970E7-B4F6-4129-8B8E-AE1301E0753C,Default,Kangaroo Point,,,Brisbane,QLD,,AU,02 33922502,,,,,
119,119,119,119,ADMIN486509637986,PROJSE10,154,Project Services Q-Build,,A,,,Existing,Y,N,,C5864966-B9CD-495D-AD45-DCB95B35875F,Default,,,,Brisbane,QLD,4001,AU,,,,,,
120,120,120,120,ADMIN486509637987,PROTEG10,157,Protege Property,,A,,,Existing,Y,N,,C3565327-F9E2-4A30-A2F6-A07B606C0C5D,Default,,,,Brisbane,QLD,4001,AU,732117511,732117544,,,,
121,121,121,121,ADMIN486509637988,PUBLIC10,160,Dept of Public Works,,A,,,Existing,Y,N,,9C60CB65-9CA6-4396-9E2C-917D6B350BDB,Default,,,,Brisbane,QLD,4001,AU,,,,,,
122,122,122,122,ADMIN486509637989,QLDART10,163,QLD Art Gallery,,A,,,Existing,Y,N,,8CD7F41D-6491-45BE-BF39-976EFBD15F8A,Default,,,,Brisbane,QLD,,AU,,,,,,
123,123,123,123,ADMIN486509637990,RHEALY10,164,Ryan Healy and Katerina Gebrtova,,A,,,Existing,Y,N,,E3DDEC9B-E0D5-44B2-82DF-F6043B0F5F4F,Default,Toowong,,,Brisbane,QLD,,AU,07 33719675,,,,,
124,124,124,124,ADMIN486509637991,RUGBYQ10,171,Qld Rugby Union,,A,,,Existing,Y,N,,A4A2FD4A-D250-4593-AF1E-9AE5EB3F2E3F,Default,,,,Brisbane,QLD,4001,AU,,,,,,
125,125,125,125,ADMIN486509637992,SARINA10,176,Sarina Russo Schools Australia,,A,,,Existing,Y,N,,1DEF1151-3599-4632-8D11-EEAB40B90FD3,Default,,,,Brisbane,QLD,4000,AU,733082292,32215161,,,,
126,126,126,126,ADMIN486509637993,SCHIZO10,180,Schizophrenia Fellowship of Qld,,A,,,Existing,Y,N,,098FC9DB-0C2A-4FA5-9AA9-48DDD86CA77C,Default,Fortitude Valley,,,Brisbane,QLD,4006,AU,733584424,732541770,,,,
127,127,127,127,ADMIN486509637994,OVARUP10,209,Ove Arup Pty Ltd,,A,,,Existing,Y,N,,4BC0A1C5-7AF6-42AC-91DE-A31D8BF193F9,Default,,,,Brisbane,QLD,4001,AU,,,,,,
128,128,128,128,ADMIN486509637995,PACHAR10,211,Pacific Harbour Developments,,A,,,Existing,Y,N,,E1F68ABF-7547-4BED-9513-4F78EA1BFB4A,Default,,,,Brisbane,QLD,,AU,,,,,,
129,129,129,129,ADMIN486509637996,PEARSO10,222,Pearson Property Group,,A,,,Existing,Y,N,,DFD30DDD-A5EC-4F12-8EBB-209A234EAE43,Default,,,,Brisbane,QLD,4001,AU,,,,,,
130,130,130,130,ADMIN486509637997,PELLIC10,223,Pellicano Builders Pty LTd,,A,,,Existing,Y,N,,1820C51A-9CA7-427D-8CF7-FA67002EF43C,Default,,,,Brisbane,QLD,,AU,,,,,,
131,131,131,131,ADMIN486509637998,PJPPRO10,224,PJP Properties Pty Ltd,,A,,,Existing,Y,N,,02286AE6-4B74-49B2-AB89-DA026BF3C991,Default,Fortitude Valley,,,Brisbane,QLD,4006,AU,732571677,732571877,,,,
132,132,132,132,ADMIN486509637999,MREEFP10,229,MREEF Project Company No 9 Pty Ltd,,A,,,Existing,Y,N,,115A492D-2CA1-4324-B96F-6751A6D8A4CD,Default,Macquarie Bank,GPO Box 1459,,Brisbane,QLD,4001,AU,,,,,,
133,133,133,133,ADMIN486509638000,MULTIP10,230,Multiplex Queensland,,A,,,Existing,Y,N,,0F215FC1-6B6E-4614-843B-8247EF99A7E5,Default,Waterfront Place,,,Brisbane,QLD,4000,AU,,,,,,
134,134,134,134,ADMIN486509638001,MPSCOR10,242,MPS Corporate Property,,A,,,Existing,Y,N,,63C01877-AC75-41B6-9D9D-19EF29A2C38C,Default,167 Eagle Street,,,Brisbane,QLD,4000,AU,732299422,732296922,,,,
135,135,135,135,ADMIN486509638002,MCDAUS10,249,MCD Australia,,A,,,Existing,Y,N,,6CDAAAE0-14DD-408F-B594-40F1CA27E639,Default,,,,Brisbane,QLD,4000,AU,,,,,,
136,136,136,136,ADMIN486509638003,MALOUF10,257,Nicholas Malouf Investments P/L,,A,,,Existing,Y,N,,ACAF522E-5834-42DC-9A1D-4C97ED02F101,Default,,,,Brisbane,QLD,,AU,07 32212766,,,,,
137,137,137,137,ADMIN486509638004,MAINRD10,276,Department of Main Roads,,A,,,Existing,Y,N,,88DFEB60-1AB1-4341-905C-DDCC56645030,Default,GPO Box 5231,,,Brisbane,QLD,4000,AU,,,,,,
138,138,138,138,ADMIN486509638005,MAQUAR10,277,Macquarie Bank,,A,,,Existing,Y,N,,C278C9D2-F404-46E9-B2DE-22F22F6E0EE7,Default,,,,Brisbane,QLD,4000,AU,,,,,,
139,139,139,139,ADMIN486509638006,KS8CBD10,297,KS8 Pty Ltd & CBD Coolum Beach Pty Ltd,,A,,,Existing,Y,N,,E5806EF9-1E88-406A-A96F-8B2E7D8DCED1,Default,,,,Brisbane,QLD,2001,AU,,,,,,
140,140,140,140,ADMIN486509638007,KIRRAB10,304,Kirra Beach Gold Pty Ltd,,A,,,Existing,Y,N,,4AE86F83-0435-45DB-81DD-3019A93525B0,Default,Mcd Australia Level 11,,,Brisbane,QLD,4001,AU,,,,,,
141,141,141,141,ADMIN486509638008,INDIGO10,306,Indigo Property Group,,A,,,Existing,Y,N,,61F50197-75B9-4626-BE76-E31AC83B4B1E,Default,,,,Brisbane,QLD,4001,AU,,,,,,
142,142,142,142,ADMIN486509638009,HOWEBB10,312,Barry Howe,,A,,,Existing,Y,N,,9D52567C-D305-42CA-BA63-F3EFF55711D4,Default,,,,Brisbane,QLD,,AU,,,,,,
143,143,143,143,ADMIN486509638010,HUMPHR10,315,Humphries Reynolds Perkins,,A,,,Existing,Y,N,,03959F2D-58D4-4353-A85D-8186A3110F8E,Default,344 Queen Street,,,Brisbane,QLD,4000,AU,732218833,732210278,,,,
144,144,144,144,ADMIN486509638011,JMAARC20,324,JMA Architects,,A,,,Existing,Y,N,,44073702-FC71-40B6-BF4B-A3CAE0EE7CF1,Default,,,,Brisbane,QLD,4000,AU,,,,,,
145,145,145,145,ADMIN486509638012,KENLYN10,330,Kenlynn Properties,,A,,,Existing,Y,N,,0292FF67-420C-40FE-AF63-7633B8BB57FE,Default,,,,Brisbane,QLD,4000,AU,738330500,738330588,,,,
146,146,146,146,ADMIN486509638013,HABITA10,336,Habitat Development Group P/L,,A,,,Existing,Y,N,,A18FF6F8-52BC-441A-A7FB-DC8733B66F99,Default,,,,Brisbane,QLD,4001,AU,,,,,,
147,147,147,147,ADMIN486509638014,GRIFFI10,339,Griffith University,,A,,,Existing,Y,N,,F4FCBD7B-38BB-4122-9956-BA1081D757EF,Default,,,,Brisbane,QLD,4111,AU,737357322,737357706,,,,
148,148,148,148,ADMIN486509638015,HARRIS10,352,Harrisons Real Estate Developments,,A,,,Existing,Y,N,,ED29140E-A3D3-4405-AE98-E38C003FE353,Default,,,,Brisbane,QLD,4000,AU,,,,,,
149,149,149,149,ADMIN486509638016,GEORGE10,370,The George Group,,A,,,Existing,Y,N,,ED4518B9-F48D-4BE8-8848-13C9BD683E3B,Default,Fortitude Valley,,,Brisbane,QLD,4006,AU,,,,,,
150,150,150,150,ADMIN486509638017,GEORGP10,371,George Patterson Y & R,,A,,,Existing,Y,N,,1B45F219-262F-4552-B3A4-F0D210D2D552,Default,12 Creek Street,,,Brisbane,QLD,4000,AU,732181000,732295505,,,,
151,151,151,151,ADMIN486509638018,EDAWAU10,378,Edaw (Aust) Pty Ltd,,A,,,Existing,Y,N,,1C818603-B9E8-4419-9CCF-92D72A06CCC8,Default,,,,Brisbane,QLD,4000,AU,,,,,,
152,152,152,152,ADMIN486509638019,ENERGX10,382,Energex Limited,,A,,,Existing,Y,N,,2EAF881E-A5CA-474B-A725-78453F0FBCD9,Default,,,,Brisbane,QLD,4001,AU,,,,,,
153,153,153,153,ADMIN486509638020,FIJIAI10,388,Airports Fiji Ltd,,A,,,Existing,Y,N,,4898194A-A571-41B2-8A41-AFAB63063043,Default,,,,Brisbane,QLD,4001,AU,,,,,,
154,154,154,154,ADMIN486509638021,FOBOOK10,393,Folio Books,,A,,,Existing,Y,N,,8CAD8FBD-05F1-4A8E-8CAB-B8D273E1BBED,Default,,,,Brisbane,QLD,4000,AU,,,,,,
155,155,155,155,ADMIN486509638022,DEPVET10,396,Department of Veterans' Affairs,,A,,,Existing,Y,N,,8D44E3E0-E731-4904-B97A-978108DF474B,Default,259 Queen Street,,,Brisbane,QLD,4000,AU,732238756,732238433,,,,
156,156,156,156,ADMIN486509638023,DAISHO10,413,Daisho Co Ltd,,A,,,Existing,Y,N,,46BF900C-1CC3-4798-B105-D7B374D6D1A1,Default,Shop 1B,,,Brisbane,QLD,4000,AU,,,,,,
157,157,157,157,ADMIN486509638024,DAVINC10,415,Da Vinci Business Park (PPG) Pty Ltd,,A,,,Existing,Y,N,,A6F18BA9-B8D1-42A5-8023-5F4FE4CF09BF,Default,,,,Brisbane,QLD,4001,AU,,,,,,
158,158,158,158,ADMIN486509638025,CORPRO10,454,Corporate Property,,A,,,Existing,Y,N,,D3AB1EAF-5EA3-445E-8DED-1FF202CB29BA,Default,10 Eagle Street,,,Brisbane,QLD,4000,AU,732349100,732349101,,,,
159,159,159,159,ADMIN486509638026,CRIAUS10,456,CRI Australia,,A,,,Existing,Y,N,,244B960A-BB99-4835-B7A6-9A6229FC4490,Default,,,,Brisbane,QLD,,AU,07 37218888,,,,,
160,160,160,160,ADMIN486509638027,CBDPRO10,474,CBD Properties Pty Ltd,,A,,,Existing,Y,N,,6727D3DF-479A-422A-BBAD-D40FA26A99F7,Default,Fortitude Valley,,,Brisbane,QLD,4006,AU,732516000,732516001,,,,
161,161,161,161,ADMIN486509638028,CENTEQ10,481,Central Equity,,A,,,Existing,Y,N,,2134B859-FE76-47B9-A287-EB1BF0EFB478,Default,167 Eagle St,,,Brisbane,QLD,4000,AU,,,,,,
162,162,162,162,ADMIN486509638029,CARSON10,485,Carson Group,,A,,,Existing,Y,N,,09A7E976-06B6-4D41-B3F2-37989FFCE263,Default,,,,Brisbane,QLD,4000,AU,,,,,,
163,163,163,163,ADMIN486509638030,CARDIC10,490,Cardickel,,A,,,Existing,Y,N,,477C577B-EE50-43F3-AFB6-D5B25AB23C92,Default,,,,Brisbane,QLD,4001,AU,732461112,732461122,,,,
164,164,164,164,ADMIN486509638031,BRISDV20,509,Brisbane Development Association,,A,,,Existing,Y,N,,7E82C468-1913-4F25-8C29-E9B74E48EC11,Default,,,,Brisbane,QLD,4001,AU,,,,,,
165,165,165,165,ADMIN486509638032,BRISGS10,510,Brisbane Grammar School,,A,,,Existing,Y,N,,0BFB37E8-5D35-49A6-BCC2-6DED669CE01C,Default,,,,Brisbane,QLD,4000,AU,,,,,,
166,166,166,166,ADMIN486509638033,BROWNL10,512,Lyn Brown,,A,,,Existing,Y,N,,588230C0-E840-49A2-A4EC-8BC6D47D3611,Default,,,,Brisbane,QLD,,AU,354270280,,,,,
167,167,167,167,ADMIN486509638034,BARASS10,519,Bar Association of Queensland,,A,,,Existing,Y,N,,9142D8CD-1F85-479B-8B85-0D8D99B47241,Default,Inn Of Court 107,North Quay,,Brisbane,QLD,2001,AU,07 32385100,,,,,
168,168,168,168,ADMIN486509638035,BLIGHT10,535,Bligh Tanner Consulting Engineers,,A,,,Existing,Y,N,,5CC62603-1DAE-4F55-9378-6E43C2AD90EF,Default,Fortitude Valley,,,Brisbane,,4006,AU,,,,,,
169,169,169,169,ADMIN486509638036,AUSTEN10,538,Gail Austen,,A,,,Existing,Y,N,,E5A64689-8B8B-4B15-AF4E-38BD40AA9544,Default,Woolloongabba,,,Brisbane,QLD,4102,AU,733918588,,,,,
170,170,170,170,ADMIN486509638037,BARTLE10,553,Bartlett Brett & KeriAnn,,A,,,Existing,Y,N,,0215E3F2-6D83-4217-87B3-807AB990315E,Default,PO Box 10600,,,Brisbane,QLD,4001,AU,732178953,,,,,
171,171,171,171,ADMIN486509638038,ARIAPT10,565,ARIA Pty Ltd,,A,,,Existing,Y,N,,960BB939-1D3A-4FD1-B7B7-53F98401A7DC,Default,215 Elizabeth Street,,,Brisbane,QLD,4000,AU,732260111,732299939,,,,
172,172,172,172,ADMIN486509638039,ABCBNE10,584,ABC,,A,,,Existing,Y,N,,6C330707-8249-450B-B86F-426A335C6B01,Default,,,,Brisbane,QLD,,AU,,,,,,
173,173,173,173,ADMIN486509638040,ACAQLD10,588,ACA Qld Branch,,A,,,Existing,Y,N,,94C5AC65-9679-48C3-AEDA-6C59B0F652C5,Default,,,,Brisbane,QLD,4000,AU,,,,,,
174,174,174,174,ADMIN486509638041,ANNORN10,598,Attorney Generals Department,,A,,,Existing,Y,N,,364B8680-69C6-4B69-B96A-66C8A3A9DFC0,Default,,,,Brisbane,QLD,4001,AU,,,,,,
175,175,175,175,ADMIN486509638042,APHPRO10,600,APH Properties,,A,,,Existing,Y,N,,2D1F8EBA-CFD0-4CF6-935B-5E09CEA3A53B,Default,,,,Brisbane,QLD,,AU,07 38543800,,,,,
176,176,176,176,ADMIN486509638043,GRENFE10,604,Grenfell Securities Limited,,A,,,Existing,Y,N,,075A8F1E-A9B0-4149-B318-ACD1084E94BC,Default,,,,Brisbane,QLD,4001,AU,732213683,732298965,,,,
177,177,177,177,ADMIN486509638044,FKPCON30,629,FKP Commercial Development,,A,,,Existing,Y,N,,FF26F14F-10E3-44EF-B90C-E307BDB25FF3,Default,120 Edward Street,,,Brisbane,QLD,4001,AU,,,,,,
178,178,178,178,ADMIN486509638045,INCOLL10,649,Incoll,,A,,,Existing,Y,N,,D40C57CC-03B4-4FB6-99F0-E8560075F9F5,Default,,,,Brisbane,QLD,4001,AU,730186700,,,,,
179,179,179,179,ADMIN486509638046,MATERH20,664,Mater Health Services,,A,,,Existing,Y,N,,761AB2A5-7288-4699-93D5-BE7AD2031D18,Default,,,,Brisbane,QLD,,AU,731631794,,,,,
180,180,180,180,ADMIN486509638047,ALLHAL10,684,All Hallows School,,A,,,Existing,Y,N,,BB8E1EAD-327C-4114-9E2A-B0EF0109F1BE,Default,,,,Brisbane,QLD,,AU,732309502,,,,,
181,181,181,181,ADMIN486509638048,EASTBU10,692,Eastern Busway Alliance,,A,,,Existing,Y,N,,CC36794C-D42C-4F93-9543-7E67A12D25C7,Default,Fortitude Valley,,,Brisbane,,4006,AU,738452600,,,,,
182,182,182,182,ADMIN486509638049,BARRIS10,697,Barristers Chambers,,A,,,Existing,Y,N,,7875D386-50CD-431B-BBA9-3CEA1103DFF3,Default,Inns of Court 107,North Quay,,Brisbane,QLD,,AU,732362478,,,,,
183,183,183,183,ADMIN486509638050,CENTRP10,698,Centre for Subtropical Design,,A,,,Existing,Y,N,,37C96FC9-C4A4-419E-A30D-044B22CAFB59,Default,GPO Box 2434,,,Brisbane,QLD,,AU,,,,,,
184,184,184,184,ADMIN486509638051,QLDBAR10,714,QLD Bar Association,,A,,,Existing,Y,N,,0D5D8A43-247D-49F4-AC8A-26F553B09515,Default,Inns of Court 107,North Quay,,Brisbane,QLD,2001,AU,732385100,,,,,
185,185,185,185,ADMIN486509638052,SPINKS10,736,Spinks & Co,,A,,,Existing,Y,N,,8FA1D257-CE23-4349-9483-8E35C31FB1D5,Default,190 Edward Street,,,Brisbane,QLD,2001,AU,730034500,,,,,
186,186,186,186,ADMIN486509638053,AFFINI10,744,Affinity Constructions,,A,,,Existing,Y,N,,8CDA501B-29FC-47AE-A705-7ABDB6A9CE99,Default,,,,Brisbane,QLD,4001,AU,417664679,,,,,
187,187,187,187,ADMIN486509638054,INDIGE10,747,Indigenouse Land Corporation,,A,,,Existing,Y,N,,2CA8DA61-2713-4A7B-8E96-F0F8D3B66FAB,Default,,,,Brisbane,QLD,4001,AU,738544600,,,,,
188,188,188,188,ADMIN486509638055,MCKNOU10,748,Lea & Jim McKnoulty,,A,,,Existing,Y,N,,86EA9272-6A33-4866-98BE-AD72045BAEF5,Default,Cairns Street,Kangaroo Point,,Brisbane,QLD,,AU,18724495,,,,,
189,189,189,189,ADMIN486509638056,POINTQ10,758,Point Project Management,,A,,,Existing,Y,N,,78BC0740-8ABB-426B-A5D8-FB7017B16915,Default,Fortitude Valley,,,Brisbane,QLD,4006,AU,731197500,,,,,
190,190,190,190,ADMIN486509638057,EDGEPR10,769,Edge Project Management,,A,,,Existing,Y,N,,0FC4687A-688E-4E5C-9518-89789362F6B8,Default,,,,Brisbane,QLD,4001,AU,732299712,732299713,,,,
191,191,191,191,ADMIN486509638058,BRISCC10,770,Brisbane City Council,,A,,,Existing,Y,N,,169EE009-AC6E-4BA1-AC05-5BAFBDAE7065,Default,,,,Brisbane,QLD,4000,AU,734038888,,,,,
192,192,192,192,ADMIN486509638059,SANTOS10,773,Santos,,A,,,Existing,Y,N,,A9419046-0242-4E80-AFC4-EF551DB2FC3E,Default,32 Turbot Street,,,Brisbane,QLD,4000,AU,738383809,,,,,
193,193,193,193,ADMIN486509638060,RCPPTL,784,RCP PTY LTD,,I,,,Existing,Y,N,,557F8F4E-8C9C-4CEA-8E3E-CD0673594C47,Default,,,,Brisbane,QLD,4001,AU,730034100,,,,,
194,194,194,194,ADMIN486509638061,RCPPTL10,785,RCP PTY LTD,,A,,,Existing,Y,N,,17A2159B-82FC-47BB-8C8D-23F9895483AF,Default,,,,Brisbane,QLD,4001,AU,730034100,,,,,
195,195,195,195,ADMIN486509638062,GROCON10,788,Grocon,,A,,,Existing,Y,N,,F73EDD4B-BE0C-4069-B7DF-9A213845D14F,Default,12 Creek Street,,,Brisbane,QLD,4000,AU,730200800,,,,,
196,196,196,196,ADMIN486509638063,LOCSPI10,789,Darren Lockyer & Spinks and Co,,A,,,Existing,Y,N,,89742B69-7DFE-4ED3-84E2-D27988B0AFFD,Default,Canegrowers Building,190 Edward Street,,Brisbane,QLD,4000,AU,730034555,,,,,
197,197,197,197,ADMIN486509638064,LAINGO10,794,Laing O'Rourke,,A,,,Existing,Y,N,,9A0165DD-ACC6-4ACF-9CAE-E467F2F6AF3F,Default,,,,Brisbane,QLD,4001,AU,732232388,,,,,
198,198,198,198,ADMIN486509638065,FARALL10,800,Farallon Capital,,A,,,Existing,Y,N,,ED096F8F-66D5-4107-90C7-DF1B765F0430,Default,366 Queen Street,,,Brisbane,QLD,,AU,732297888,,,,,
199,199,199,199,ADMIN486509638066,BOOTIS10,803,Claire Booth and Peter Tissot,,A,,,Existing,Y,N,,510A225F-7F14-4AAF-8BD8-57E05702AA20,Default,Fortitude Valley,,,Brisbane,QLD,4006,AU,409597007,,,,,
200,200,200,200,ADMIN486509638067,QRNATI10,807,QR National,,A,,,Existing,Y,N,,32BFBEE8-C427-4294-88DC-C21D1FADE371,Default,,,,Brisbane,QLD,4001,AU,32352341,,,,,
201,201,201,201,ADMIN486509638068,INGOFF10,816,ING Office Custodians Pty Ltd,,A,,,Existing,Y,N,,32073C8C-D257-4B6F-9EBC-5D25937B97C2,Default,232 Adelaide Street,,,Brisbane,QLD,4000,AU,,,,,,
202,202,202,202,ADMIN486509638069,STANWE10,818,Stanwell Corporation,,A,,,Existing,Y,N,,AA8517C6-3296-4E54-A71F-453D49023F96,Default,,,,Brisbane,QLD,4001,AU,733357444,,,,,
203,203,203,203,ADMIN486509638070,CAPITA10,822,Capital Insight Pty Ltd,,A,,,Existing,Y,N,,A65C2222-E54E-43F6-93E3-24FFFAE3BD85,Default,140 Ann Street,,,Brisbane,QLD,4000,AU,,,,,,
204,204,204,204,ADMIN486509638071,COXRAY10,835,Cox Rayner,,A,,,Existing,Y,N,,05EB8B88-DA1C-4C30-8DB3-9FCF8D2022F8,Default,2 Edwards Street,,,Brisbane,QLD,4000,AU,,,,,,
205,205,205,205,ADMIN486509638072,CROMWE10,836,Cromwell Riverpark Trust,,A,,,Existing,Y,N,,AB3D764C-C1E8-437C-BCF0-4B433A1BE0F2,Default,,,,Brisbane,QLD,,AU,,,,,,
206,206,206,206,ADMIN486509638073,SAVILL10,839,Savills Incoll,,A,,,Existing,Y,N,,93530661-A0D7-4FDE-AB26-13A064B31C73,Default,,,,Brisbane,QLD,,AU,,,,,,
207,207,207,207,ADMIN486509638074,TRIDEN10,850,Trident Corporation,,A,,,Existing,Y,N,,5C89C0C7-4D2A-4375-A079-027ACF3EBE90,Default,,,,Brisbane,QLD,4001,AU,732356955,,,,,
208,208,208,208,ADMIN486509638075,AMPSUN20,865,AMP Capital Investors,,A,,,Existing,Y,N,,81224768-99A7-412A-93DC-EDF69BE60E65,Default,192 Ann Street,,,Brisbane,QLD,4000,AU,0419 323 697,,,,,
209,209,209,209,ADMIN486509638076,TRANSL10,875,Translink,,A,,,Existing,Y,N,,73C5C3FF-75C3-4A00-8E3F-F670AA17F87A,Default,,,,Brisbane,QLD,4001,AU,07 3338 4434,,,,,
210,210,210,210,ADMIN486509638077,TARONG10,879,Tarong Energy,,A,,,Existing,Y,N,,389A472B-2CD2-454A-B9CC-5D90E6FB2CAA,Default,42 Albert Street,,,Brisbane,QLD,4001,AU,07 3228 4528,,,,,
211,211,211,211,ADMIN486509638078,MARQUE10,900,Marquette Properties,,A,,,Existing,Y,N,,D6ACCBD5-E1C9-400B-A4D5-13BBA2258830,Default,,,,Brisbane,QLD,4000,AU,400886074,,,,,
212,212,212,212,ADMIN486509638079,BMACOA10,901,BMA Coal,,A,,,Existing,Y,N,,68735F12-9245-4396-99B7-81F4E5AD0225,Default,,,,Brisbane,QLD,4001,AU,733292884,733298961,,,,
213,213,213,213,ADMIN486509638080,JONESL10,918,Jones Lang Lasalle,,A,,,Existing,Y,N,,6C48CE9D-666F-4EC3-8E2A-3B4BEEFD2953,Default,345 Queen Street,,,Brisbane,QLD,4000,AU,732311329,732311314,,,,
214,214,214,214,ADMIN486509638081,DEEDIN10,922,"Dept Employment, Economic Dev & Innovation",,A,,,Existing,Y,N,,8F27B7B6-2CCA-402C-8E3A-2AE8FF3BBE6A,Default,,,,Brisbane,QLD,4001,AU,732248524,,,,,
215,215,215,215,ADMIN486509638082,SUNCOR10,932,Suncorp,,A,,,Existing,Y,N,,B09652DA-54D3-49AC-B6EF-3DB7F309314B,Default,GPO Box 2271,,,Brisbane,QLD,4001,AU,730034100,730129400,,,,
216,216,216,216,ADMIN486509638083,URBUTI10,949,Urban Utilities,,A,,,Existing,Y,N,,33052A66-ADBD-4332-93B2-1029F3EF332F,Default,,,,Brisbane,QLD,4001,AU,34033363,,,,,
217,217,217,217,ADMIN486509638084,RSLCAR10,956,RSL Care,,A,,,Existing,Y,N,,70B9A7A0-6EA4-42B7-86BE-A0534EEE7846,Default,,,,Brisbane,QLD,4006,AU,732516836,,,,,
218,218,218,218,ADMIN486509638085,BOEING10,958,Boeing Australia,,A,,,Existing,Y,N,,EFC25727-B032-4F55-B5C1-648E4F6752B3,Default,363 Adelaide Street,,,Brisbane,QLD,,AU,733063000,,,,,
219,219,219,219,ADMIN486509638086,SPACEB10,960,Space Furniture,,A,,,Existing,Y,N,,01F2E1F0-3019-457B-B494-71FF4A9DA083,Default,Fortitude Valley,,,Brisbane,QLD,4006,AU,732536000,,,,,
220,220,220,220,ADMIN486509638087,ARROWE10,967,Arrow Energy,,A,,,Existing,Y,N,,D66F7410-8950-415F-859A-34E9EE4AEFE6,Default,60 Albert Street,,,Brisbane,QLD,,AU,731053400,,,,,
221,221,221,221,ADMIN486509638088,PROCOM10,987,Project Serv & Com Games Corp,,A,,,Existing,Y,N,,A93320E3-DBB9-4A4A-9B4F-06E40440B94E,Default,,,,Brisbane,QLD,4000,AU,732246157,,,,,
222,222,222,222,ADMIN486509638089,SEYMOU10,989,Seymour Group,,A,,,Existing,Y,N,,63442734-63EE-41E4-8560-914F689F7EC7,Default,,,,Brisbane,QLD,,AU,732268799,,,,,
223,223,223,223,ADMIN486509638090,BNKQLD10,1012,Bank of Queensland,,A,,,Existing,Y,N,,D0CCBB13-8D87-401F-AB16-760FC4FDA48B,Default,,,,Brisbane,QLD,4000,AU,730002030,,,,,
224,224,224,224,ADMIN486509638091,215ADE,1023,215 Adelaide Street Pty Ltd,,I,,,Existing,Y,N,,056C840C-A08D-4CFD-8665-9EA9882990B8,Default,,,,Brisbane,QLD,4001,AU,,,,,,
225,225,225,225,ADMIN486509638092,215ADE10,1024,215 Adelaide Street Pty Ltd,,A,,,Existing,Y,N,,B097AA4B-92B1-454E-96F1-FB03D102877E,Default,GPO Box 1407,,,Brisbane,QLD,4001,AU,,,,,,
226,226,226,226,ADMIN486509638093,HANCOC10,1025,Hancock Coal Pty Ltd,,A,,,Existing,Y,N,,479F99EE-7703-4ACF-96CF-B68CDB48B23F,Default,307 Queen Street,,,Brisbane,QLD,4000,AU,,,,,,
227,227,227,227,ADMIN486509638094,URBISP10,1029,Urbis Pty Ltd,,A,,,Existing,Y,N,,B71E1DBE-DC2C-40F8-ADEB-50D273B77A84,Default,123 Albert Street,,,Brisbane,QLD,4000,AU,,,,,,
228,228,228,228,ADMIN486509638095,BCMPAR10,1030,BCM Partnership,,A,,,Existing,Y,N,,DD5CE6D1-4F27-417E-879E-A3CD8584F3E4,Default,47 Warner Street,Fortitude Valley,,Brisbane,,4006,AU,,,,,,
