,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1,VisionClientID,EpicorCustomerID,ClientNumber,Name,Type,Status,WebSite,Memo,CurrentStatus,ClientInd,VendorInd,LinkedVendor,VisionClientAddressID,AddressDescription,Address2,Address3,Address4,City,State,Zip,Country,Phone,FAX,GoogleAddress,GooglePhone,googleExtras,googled
73,73,73,73,73,73,ADMIN486509637940,SCHMID20,181,Barbara Schmidt,,A,,,Existing,Y,N,,0A0A1DF0-E2E1-42B5-99BD-70677C9DD89E,Default,,,,Bellevue Hill,NSW,2023,AU,,,,,,True
74,74,74,74,74,74,ADMIN486509637941,CRANSC20,455,Cranbrook School,,A,,,Existing,Y,N,,674FD352-16A2-44BF-A49A-37181A3C9AE3,Default,,,,Bellevue Hill,NSW,2023,AU,,,"Address: 5 Victoria Rd, Bellevue Hill NSW 2023",Phone: (02) 9327 9000," | Cranbrook School, Sydney | Independent school in Bellevue Hill, New South Wales | Cranbrook School is an independent, day and boarding school for boys, located in Bellevue Hill and Rose Bay, both eastern suburbs of Sydney, New South Wales, Australia. Wikipedia | Founded: 1918 | Gender: Single-sex education | View 15+ more | The Scots College | Sydney Grammar School | Sceggs Darlinghurst | St Aloysius' College | SCECGS Redlands",True
75,75,75,75,75,75,ADMIN486509637942,BENDBK30,528,Bendigo Bank,,A,,,Existing,Y,N,,CDAE7F45-F96D-4AAF-8614-9C600F40DE05,Default,,,,Bendigo,VIC,3550,AU,,,"Address: 89 Mitchell St, Bendigo VIC 3550",Phone:(03) 5442 2799, | See outside | Bendigo Bank | Bank | Hours: Open today  9:00 am  5:00 pm | 1 Google review,True
76,76,76,76,76,76,ADMIN486509637943,BENDCC40,961,Greater Bendigo City Council,,A,,,Existing,Y,N,,4360CD55-AB51-4DFC-8601-E747A8A0A24F,Default,,,,Bendigo,VIC,3550,AU,354346462,,"Address: 195-229 Lyttleton Terrace, Bendigo VIC 3550",Phone:(03) 5434 6000, | See outside | City of Greater Bendigo | City Government Office | Hours: Open today  8:30 am  5:00 pm | 1 Google review | View 15+ more | Bendigo Art Gallery | Supercheap Auto | Bendigo Visitor Centre | Bendigo Marketplace | Bendigo Library,True
77,77,77,77,77,77,ADMIN486509637944,SUNLAN10,1205,Sunland Group,,A,,,Existing,Y,N,,C959C005-2E34-4558-8965-A28FB3E65361,Default,,,,Benowa,,42147,AU,755643700,,"Address: Ross St, Benowa QLD 4217",Phone:(07) 5564 3700, | See outside | Sunland Group Gold Coast | Real Estate Developer | Hours: Open today  8:30 am  5:30 pm | 1 Google review,True
78,78,78,78,78,78,ADMIN486509637945,SNOWRI20,931,Snowy River Shire Council,,A,,,Existing,Y,N,,08A3F46D-C348-4C46-A45A-13ED49C27FB8,Default,,,,Berridale,,2628,AU,264511550,264562534,"Address: 2 Myack Street, Berridale NSW 2628",Phone: (02) 6451 1195," | Snowy River Shire | Australian local government area | The Snowy River Shire is a local government area in the Australian Alps region of New South Wales, Australia. The Shire was named after the Snowy River that runs through it. The Mayor of Snowy River Shire is Cr. Wikipedia | Area: 6,030 km | Council seat: Berridale | Region: Monaro | Federal divisions: Division of Eden-Monaro | View 15+ more | Berridale Surgery | Snowy Mountains Airport | Snowy Vineyard & Microbrewery | Snowy River Real Estate | Highland Lodge Farmstay",True
79,79,79,79,79,79,ADMIN486509637946,RITOSS20,882,Ritossa & Orlovic,,A,,,Existing,Y,N,,420E7113-133B-4977-84EC-8B733D1E6C0D,Default,,,,Berry,,2535,AU,0404 846 543,,"Address: 138/140 William St, Beverley SA 5009",Phone:(08) 8268 7166, | See outside | Ritossa Furnishers PTY Ltd. | Furniture Store | Hours: Open today  8:00 am  6:00 pm | View 15+ more | The Table & Chair Co | Nordic Design Furniture | Sofa Shop | Discount Lounge Centre | Koush,True
80,80,80,80,80,80,ADMIN486509637947,BANANA10,672,Banana Shire Council,,A,,,Existing,Y,N,,EA125FA5-A0CF-4C13-8477-C414303EC6D6,Default,,,,Biloela,,,AU,749929500,,"Address: 62 Valentine Plains Rd, Valentine Plains QLD 4715",Phone: (07) 4992 9500," | Shire of Banana | Australian local government area | The Shire of Banana is a local government area located in the Capricorn region of Queensland, Australia, inland from the regional city of Gladstone. Wikipedia | Founded: 1879 | Area: 15,756 km | Council seat: Biloela | Region: Central Queensland | Federal divisions: Division of Flynn | View 3+ more | Enterprise Biloela Association Inc. | Central Telegraph Pty Ltd | Silo Motor Inn | Queensland Heritage Park | Biloela Palms Motor Inn",True
81,81,81,81,81,81,ADMIN486509637948,CAMILL10,492,Camilleri Charlie & Cecilia,,A,,,Existing,Y,N,,C623F94F-CF3B-4D05-92C3-278177E4D898,Default,,,,Blacks Beach,,4740,AU,749549386,,,,,True
82,82,82,82,82,82,ADMIN486509637949,BLATEN20,945,Blacktown CIty Council,,A,,,Existing,Y,N,,F16AD59D-7FFF-4BA0-9D5F-5D3D62CCF989,Default,,,,Blacktown,,2148,AU,02 9839 6000,,,,,True
83,83,83,83,83,83,ADMIN486509637950,MARSTO20,1166,Paul Marston,,A,,,Existing,Y,N,,9240E3D1-047B-4B3D-AA08-9123BBDEE934,Default,,,,Bondi,NSW,,AU,,,,,,True
84,84,84,84,84,84,ADMIN486509637951,SAPPHI20,175,Sapphire One Pty Ltd,,A,,,Existing,Y,N,,6CD0B5E3-B1F8-48B9-BCF0-5F5C6DBE1881,Default,,,,Bondi Beach,NSW,2026,AU,,,"Address: 5/203-233 New McLean St, Edgecliff NSW 2027",Phone:(02) 8362 4500, | See outside | SapphireOne Pty Ltd | Software Company | Tall Emu CRM | Innovent Business Solutions | Sapphire Systems Pty Ltd | Noggin IT | WAPPS,True
85,85,85,85,85,85,ADMIN486509637952,QUILAR10,1231,Larn Qui,,A,,,Existing,Y,N,,867E0087-FF5A-4779-931A-383D02DA687B,Default,,,,Bowen Hills,QLD,4006,AU,,,,,,True
86,86,86,86,86,86,ADMIN486509637953,MAUNSE30,263,Maunsell,,A,,,Existing,Y,N,,26489D0F-CFF6-465D-A801-01B1DAC52342,Default,,,,Braddon,ACT,2612,AU,,,"Address: 60 Marcus Clarke St, Canberra ACT 2601",Phone:(02) 6201 3000, | See outside | Maunsell Australia PTY Ltd. | Construction Company,True
87,87,87,87,87,87,ADMIN486509637954,GOLDEN30,345,Golden International Invest,,A,,,Existing,Y,N,,F3EF293F-1774-42DE-8326-8AD5163327D3,Default,,,,Braddon,ACT,2612,AU,262571808,,,,,True
88,88,88,88,88,88,ADMIN486509637955,CONSCL30,448,Construction Control,,A,,,Existing,Y,N,,52955764-0998-4ED8-9CDA-91BBD3F6CD96,Default,,,,Braddon,ACT,2612,AU,,,"Address: 1 Torrens St, Braddon ACT 2612",Phone:(02) 6257 4775," | See outside | Construction Control Holdings PTY Ltd. | Construction Company | View 2+ more | Airservices Australia | Medina Serviced Apartments Canberra, James Court | ANU College of Physical and Mathematical Sciences | Independent Property Group City Office | Wizard Corporate Training",True
89,89,89,89,89,89,ADMIN486509637956,POINTC30,745,Point Project Management,,A,,,Existing,Y,N,,457D8BE7-7C6D-4122-826A-B9AA308B107E,Default,,,,Braddon,ACT,2612,AU,261753600,,"Address: Ground, 6 Oxley St, Griffith ACT 2603",Phone:(02) 6175 3600, | See outside | Point Project Management | Corporate Office,True
90,90,90,90,90,90,ADMIN486509637957,WEEFLI20,884,We-ef Lighting,,A,,,Existing,Y,N,,A9ADDAC3-FBFC-4B74-8E98-90BEDCCC9AC2,Default,,,,Braeside,,3195,AU,385870444,385870499,"Address: 6, 13 Downard St, Braeside VIC 3195",Phone:(03) 8587 0444, | WE-EF LIGHTING Pty Ltd | Electronics Manufacturer | Hours: Open today  8:30 am  5:30 pm,True
91,91,91,91,91,91,ADMIN486509637958,ROSSCH40,648,Rosamond School,,A,,,Existing,Y,N,,8B8C4E32-6714-45C5-9340-C1DA81A571CE,Default,,,,Braybrook,,,AU,393184511,393177604,"Address: 276 Ballarat Rd, Braybrook VIC 3019",Phone:(03) 9311 1511, | See outside | Rosamond School | Special Education School | View 15+ more | Ascot Vale Special School | Jackson School | Glenroy Specialist School | Port Phillip Specialist School | Croxton School,True
92,92,92,92,92,92,ADMIN486509637959,CRAIGI40,682,Craigieburn Library & Learning,,A,,,Existing,Y,N,,01B311DA-B606-420C-96AC-7080044E71E8,Default,1079 Pascoe Vale Road,,,Breadmedows,,,AU,,,"Address: 75-95 Central Park Avenue, Craigieburn VIC 3064",Phone:(03) 9356 6980," | See outside | Craigieburn Library | Library | Hours: Open today  10:00 am  8:00 pm | Popular times | Thursdays | 6a | 9a | 12p | 3p | 6p | 9p | ""Fantastic Library , great staff , wonderful place to visit."" | ""Very friendly staff but library is too small for craigieburn."" | View all Google reviews | View 15+ more | Craigieburn Central | Hume City Council | Broadmeadows Shopping Centre | Thomastown Library Service | BIG W - Broadmeadows",True
93,93,93,93,93,93,ADMIN486509637960,QMSAPA10,1241,QMS APAC,,A,,,Existing,Y,N,,FF8AAE9D-9ECD-4CD3-90A1-8308D18B745E,Default,,,,Brighton,VIC,3138,AU,395921100,,,,,True
94,94,94,94,94,94,ADMIN486509637961,CARPEN10,5,Jason Carpenter,,A,,,Existing,Y,N,,853A8A24-F319-43B8-8B56-FC38BAA7C07B,Default,,,,Brisbane,QLD,,AU,,,,,,True
95,95,95,95,95,95,ADMIN486509637962,COFFEY10,7,Coffey Projects,,A,,,Existing,Y,N,,E8F97C79-0DF9-4CFB-B0CA-A9D4ADDB7BC1,Default,,,,Brisbane,QLD,,AU,02 35036200,,,,,True
96,96,96,96,96,96,ADMIN486509637963,FKPCON10,10,Aveo Group Limited,,A,,,Existing,Y,N,,55D3DD66-343A-42CC-B996-7D62866533D1,Default,,,,Brisbane,QLD,4001,AU,,,,,,True
97,97,97,97,97,97,ADMIN486509637964,LEIGTN10,14,Leighton Properties,,A,,,Existing,Y,N,,D31062D5-F240-4A4B-AD60-40DE58258851,Default,Waterfront Place,1 Eagle Street,,Brisbane,QLD,4000,AU,733704700,,"Address: 6/520 Wickham St, Fortitude Valley QLD 4006",Phone:(07) 3370 4700, | See outside | Leighton Properties | Real Estate Developer | Hours: Open today  8:30 am  5:00 pm,True
98,98,98,98,98,98,ADMIN486509637965,QLDGOV10,21,Qld Government,,A,,,Existing,Y,N,,1981C969-26FA-4328-9718-DDB753A3B3F1,Default,,,,Brisbane,QLD,,AU,732478839,,,,,True
99,99,99,99,99,99,ADMIN486509637966,WBENTE10,33,WB Enterprises,,A,,,Existing,Y,N,,4B6656BB-747B-4AF3-A71E-67937DC4FE77,Default,,,,Brisbane,QLD,4001,AU,,,,,,True
100,100,100,100,100,100,ADMIN486509637967,VINTAG10,44,Vintage Property Group,,A,,,Existing,Y,N,,726DC3D1-82F1-4A8D-9468-870C5D9FC0A2,Default,,,,Brisbane,QLD,4000,AU,,,,,,True
101,101,101,101,101,101,ADMIN486509637968,URSAUS20,49,URS Australia Pty Ltd,,A,,,Existing,Y,N,,C14737C7-C775-40F4-B7A6-E2BAC338248F,Default,240 Queen Street,,,Brisbane,QLD,4000,AU,732432111,732432199,"Address: 10, 540 Wickham St, Fortitude Valley QLD 4006",Phone:(07) 3243 2111, | See outside | URS Australia | Engineering Consultant,True
102,102,102,102,102,102,ADMIN486509637969,TURRIS10,59,Turrisi Properties Pty Ltd,,A,,,Existing,Y,N,,97015D04-75D3-429B-8C4E-189B71A227A9,Default,,,,Brisbane,QLD,4000,AU,,,"Address: 1/46 Edward St, Brisbane QLD 4000",Phone:(07) 3221 5900, | See outside | Turrisi Properties | Real Estate Developer | Hours: Open today  8:30 am  5:00 pm | View 5+ more | Wright Property - Commercial Brisbane | Wingate Properties | Move Property Management | Teneriffe | Kevin Hayes Architects Pty Ltd.,True
103,103,103,103,103,103,ADMIN486509637970,UNIQLD10,61,UQ School Of Business Downtown,,A,,,Existing,Y,N,,E21BA9EF-E6CC-480A-A0F3-4D5A642899FB,Default,,,,Brisbane,QLD,4001,AU,,,,,,True
104,104,104,104,104,104,ADMIN486509637971,UNIVQD10,68,University of QLD,,A,,,Existing,Y,N,,4A74B5A2-2D5E-422C-A19F-F0421181F0F5,Default,,,,Brisbane,QLD,,AU,733462117,,Address: St Lucia QLD 4072,Phone: (07) 3365 1111," | University of Queensland | Public university in Brisbane, Queensland | The University of Queensland is an Australian public research university primarily located in Brisbane. Founded in 1909, UQ is the oldest, most selective and comprehensive university in the Australian state of Queensland. Wikipedia | Motto: Scientia ac Labore | Enrollment: 50,759 (2014) | Chancellor: John Story | Founded: December 10, 1909 | Vice-chancellor: Peter Hj | Profiles | Facebook | LinkedIn | Notable alumni | View 45+ more | Andrew N. Liveris | Geoffrey Rush | David Malouf | Peter Beattie | Graeme Wood | View 10+ more | Queensland University of Techno... | Brisbane | Griffith University | University of New South Wa... | Kensington | University of Sydney | Sydney | University of Melbourne | Melbourne",True
105,105,105,105,105,105,ADMIN486509637972,URBAND10,70,Urban Development Inst of Australia,,A,,,Existing,Y,N,,8D4EFBE9-6B08-4518-AD8A-9FDB6ED8AA98,Default,,,,Brisbane,QLD,4001,AU,732291589,,,,,True
106,106,106,106,106,106,ADMIN486509637973,URBANP10,71,Urban Pacific,,A,,,Existing,Y,N,,1B48D07D-23F3-46EF-B9AA-EBAE39512C80,Default,,,,Brisbane,QLD,4001,AU,,,"Address: 150 Edenbrooke Dr, Seventeen Mile Rocks QLD 4073",Phone:(07) 3712 0566, | See outside | Urban Pacific Ltd. | Real Estate Developer,True
107,107,107,107,107,107,ADMIN486509637974,THIESS10,76,Thiess Contractors Pty Ltd,,A,,,Existing,Y,N,,E3CDAC05-60A2-4F4F-B505-6E86212BB3CF,Default,,,,Brisbane,QLD,4001,AU,,,,,,True
108,108,108,108,108,108,ADMIN486509637975,THINCP10,79,Thinc Projects,,A,,,Existing,Y,N,,BBA6D0AC-54E8-4A59-9485-82D7BE5935DF,Default,,,,Brisbane,QLD,4000,AU,,,"Address: 7/333 Ann St, Brisbane QLD 4000",Phone:(07) 3221 8425, | See outside | Thinc Projects | Business Management Consultant | View 15+ more | Investa Property Group | Turner & Townsend PLC | Arup | APP Corporation Pty Limited | Enthalpy PTY Ltd.,True
109,109,109,109,109,109,ADMIN486509637976,TRIHED10,90,Trihedral Properties Pty Ltd,,A,,,Existing,Y,N,,FE17A60C-9303-4CFE-ACEA-1135C89ECB46,Default,300 Adelaide Street,,,Brisbane,QLD,4000,AU,732200269,732212763,,,,True
110,110,110,110,110,110,ADMIN486509637977,SINGAP10,95,Singapore Airlines,,A,,,Existing,Y,N,,9DE93AA4-E02F-404F-AC06-1A1D77317752,Default,344 Queen Street,,,Brisbane,QLD,4001,AU,738604196,,,,,True
111,111,111,111,111,111,ADMIN486509637978,SMIWAT10,99,Brad Smith and Melissa Watson,,A,,,Existing,Y,N,,BE5602D9-1AD8-4A20-9052-546ECAE261A4,Default,,,,Brisbane,QLD,,AU,419655517,,,,,True
112,112,112,112,112,112,ADMIN486509637979,STHRUG10,110,Souths Rugby League Club,,A,,,Existing,Y,N,,85EFABFB-3067-4567-994F-F1B1E5172BFB,Default,,,,Brisbane,QLD,,AU,07 38913055,07 38913227,,,,True
113,113,113,113,113,113,ADMIN486509637980,SUNCOR20,118,Suncorp Metway Group,,A,,,Existing,Y,N,,3479B6F4-33F4-42CF-A378-0C8DCCD3B4F1,Default,,,,Brisbane,QLD,4001,AU,,,,,,True
114,114,114,114,114,114,ADMIN486509637981,QLDLAW10,126,Queensland Law Society,,A,,,Existing,Y,N,,E2178852-6BFA-42E1-8EFE-E301C1B58D80,Default,,,,Brisbane,QLD,4000,AU,,,"Address: 179 Ann St, Brisbane QLD 4000",Phone:1300 367 757, | See outside | Queensland Law Society | Professional Association | Hours: Open today  8:30 am  5:00 pm | View 15+ more | McCullough Robertson | Queensland Courts | Allens | HopgoodGanim | Thomson Law,True
115,115,115,115,115,115,ADMIN486509637982,QLDRAI10,129,Queensland Railways,,A,,,Existing,Y,N,,90918452-5C80-4A9E-87F2-42C0A2EA0B0C,Default,,,,Brisbane,QLD,4001,AU,,,,,,True
116,116,116,116,116,116,ADMIN486509637983,QLDRUN10,130,Qld Rugby Union,,A,,,Existing,Y,N,,8D2D72B6-72AC-4A9C-B5BA-1709AB675EB3,Default,Level 2,82 Eagle Street,,Brisbane,QLD,4000,AU,732211221,,"Address: 231 Butterfield Street, Herston QLD 4006",Phone:(07) 3354 9333, | Queensland Rugby Union Ltd. | Rugby Club | Hours: Open today  8:30 am  5:00 pm | 1 Google review,True
117,117,117,117,117,117,ADMIN486509637984,QLDTRS10,132,Queensland Treasury Corp,,A,,,Existing,Y,N,,C1C1C417-621F-4D9C-B302-E8F9AB1A19C8,Default,,,,Brisbane,QLD,4000,AU,,,"Address: 6/123 Albert St, Brisbane QLD 4000",Phone:(07) 3842 4600, | See outside | Queensland Treasury Corp. | Government | View 15+ more | Dept of Premier & Cabinet | QAO | Electoral Commission of Queensland | Roma Hospital | Office of Fair Trading QLD,True
118,118,118,118,118,118,ADMIN486509637985,RANRIC10,141,Meta Ransome and Ed Richards,,A,,,Existing,Y,N,,64C970E7-B4F6-4129-8B8E-AE1301E0753C,Default,Kangaroo Point,,,Brisbane,QLD,,AU,02 33922502,,,,,True
119,119,119,119,119,119,ADMIN486509637986,PROJSE10,154,Project Services Q-Build,,A,,,Existing,Y,N,,C5864966-B9CD-495D-AD45-DCB95B35875F,Default,,,,Brisbane,QLD,4001,AU,,,,,,True
120,120,120,120,120,120,ADMIN486509637987,PROTEG10,157,Protege Property,,A,,,Existing,Y,N,,C3565327-F9E2-4A30-A2F6-A07B606C0C5D,Default,,,,Brisbane,QLD,4001,AU,732117511,732117544,"Address: 7/344 Queen St, Brisbane QLD 4000",Phone:(07) 3211 7511, | See outside | Protege Property | Real Estate Developer | View 4+ more | Ray White CBD Residential | Blocksidge & Ferguson Limited | Ray White Real Estate | Bees Nees City Realty | Place Estate Agents,True
121,121,121,121,121,121,ADMIN486509637988,PUBLIC10,160,Dept of Public Works,,A,,,Existing,Y,N,,9C60CB65-9CA6-4396-9E2C-917D6B350BDB,Default,,,,Brisbane,QLD,4001,AU,,,"Address: 80 George St, Brisbane QLD 4000",Phone:(07) 3224 5524, | See outside | Dept of Public Works,True
122,122,122,122,122,122,ADMIN486509637989,QLDART10,163,QLD Art Gallery,,A,,,Existing,Y,N,,8CD7F41D-6491-45BE-BF39-976EFBD15F8A,Default,,,,Brisbane,QLD,,AU,,,"Address: Stanley Pl, South Brisbane QLD 4101",Phone: (07) 3840 7303," | Queensland Art Gallery | The Queensland Art Gallery is an art museum located in the South Bank precinct of Brisbane, Queensland, Australia. The gallery is part of the Queensland Cultural Centre. Wikipedia | Hours: Open today  10:00 am  5:00 pm | Owners: Government of Queensland | 4.7 | 9 Google reviews | ""Also has a number of modern art exhibits."" | ""Love the atmosphere and have good connection with water."" | ""This is Art Gallery!"" | View all Google reviews | Popular times | Thursdays | 6a | 9a | 12p | 3p | 6p | 9p | View 10+ more | Queensland Museum | State Library of Queensland | Queensland Performing Arts Centre | Queensland Cultural Centre | Museum of Brisbane | See results about | Queensland Gallery of Modern Art | The Queensland Gallery of Modern Art is an art museum located in the South Bank precinct of ...",True
123,123,123,123,123,123,ADMIN486509637990,RHEALY10,164,Ryan Healy and Katerina Gebrtova,,A,,,Existing,Y,N,,E3DDEC9B-E0D5-44B2-82DF-F6043B0F5F4F,Default,Toowong,,,Brisbane,QLD,,AU,07 33719675,,,,,True
124,124,124,124,124,124,ADMIN486509637991,RUGBYQ10,171,Qld Rugby Union,,A,,,Existing,Y,N,,A4A2FD4A-D250-4593-AF1E-9AE5EB3F2E3F,Default,,,,Brisbane,QLD,4001,AU,,,"Address: 231 Butterfield Street, Herston QLD 4006",Phone:(07) 3354 9333, | Queensland Rugby Union Ltd. | Rugby Club | Hours: Open today  8:30 am  5:00 pm | 1 Google review,True
125,125,125,125,125,125,ADMIN486509637992,SARINA10,176,Sarina Russo Schools Australia,,A,,,Existing,Y,N,,1DEF1151-3599-4632-8D11-EEAB40B90FD3,Default,,,,Brisbane,QLD,4000,AU,733082292,32215161,,,,True
126,126,126,126,126,126,ADMIN486509637993,SCHIZO10,180,Schizophrenia Fellowship of Qld,,A,,,Existing,Y,N,,098FC9DB-0C2A-4FA5-9AA9-48DDD86CA77C,Default,Fortitude Valley,,,Brisbane,QLD,4006,AU,733584424,732541770,,,,True
127,127,127,127,127,127,ADMIN486509637994,OVARUP10,209,Ove Arup Pty Ltd,,A,,,Existing,Y,N,,4BC0A1C5-7AF6-42AC-91DE-A31D8BF193F9,Default,,,,Brisbane,QLD,4001,AU,,,"Address: 4/108 Wickham St, Fortitude Valley QLD 4006",Phone:(07) 3023 6000, | See outside | Arup | Construction Company | 1 Google review,True
128,128,128,128,128,128,ADMIN486509637995,PACHAR10,211,Pacific Harbour Developments,,A,,,Existing,Y,N,,E1F68ABF-7547-4BED-9513-4F78EA1BFB4A,Default,,,,Brisbane,QLD,,AU,,,,,,True
129,129,129,129,129,129,ADMIN486509637996,PEARSO10,222,Pearson Property Group,,A,,,Existing,Y,N,,DFD30DDD-A5EC-4F12-8EBB-209A234EAE43,Default,,,,Brisbane,QLD,4001,AU,,,"Address: 61 Park Rd, Milton QLD 4064",Phone:(07) 3369 1000, | See outside | De Luca Corporation | Construction Company | View 15+ more | Wright Property - Commercial Brisbane | Consolidated Properties Ltd. | Hutchinson Builders | Beech Constructions | Blackwatch Projects,True
130,130,130,130,130,130,ADMIN486509637997,PELLIC10,223,Pellicano Builders Pty LTd,,A,,,Existing,Y,N,,1820C51A-9CA7-427D-8CF7-FA67002EF43C,Default,,,,Brisbane,QLD,,AU,,,,,,True
131,131,131,131,131,131,ADMIN486509637998,PJPPRO10,224,PJP Properties Pty Ltd,,A,,,Existing,Y,N,,02286AE6-4B74-49B2-AB89-DA026BF3C991,Default,Fortitude Valley,,,Brisbane,QLD,4006,AU,732571677,732571877,,,,True
132,132,132,132,132,132,ADMIN486509637999,MREEFP10,229,MREEF Project Company No 9 Pty Ltd,,A,,,Existing,Y,N,,115A492D-2CA1-4324-B96F-6751A6D8A4CD,Default,Macquarie Bank,GPO Box 1459,,Brisbane,QLD,4001,AU,,,,,,True
133,133,133,133,133,133,ADMIN486509638000,MULTIP10,230,Multiplex Queensland,,A,,,Existing,Y,N,,0F215FC1-6B6E-4614-843B-8247EF99A7E5,Default,Waterfront Place,,,Brisbane,QLD,4000,AU,,,"Address: 11, 324 Queen St, Brisbane QLD 4000",Phone:(07) 3907 4000, | See outside | Brookfield Multiplex | Construction Company,True
134,134,134,134,134,134,ADMIN486509638001,MPSCOR10,242,MPS Corporate Property,,A,,,Existing,Y,N,,63C01877-AC75-41B6-9D9D-19EF29A2C38C,Default,167 Eagle Street,,,Brisbane,QLD,4000,AU,732299422,732296922,"Address: 19/200 Mary St, Brisbane QLD 4000",Phone:(07) 3225 7777, | See outside | Mps Corporate Property Advisors | Real Estate Agency,True
135,135,135,135,135,135,ADMIN486509638002,MCDAUS10,249,MCD Australia,,A,,,Existing,Y,N,,6CDAAAE0-14DD-408F-B594-40F1CA27E639,Default,,,,Brisbane,QLD,4000,AU,,,,,,True
136,136,136,136,136,136,ADMIN486509638003,MALOUF10,257,Nicholas Malouf Investments P/L,,A,,,Existing,Y,N,,ACAF522E-5834-42DC-9A1D-4C97ED02F101,Default,,,,Brisbane,QLD,,AU,07 32212766,,"Address: 5/12 Creek St, Brisbane QLD 4000",Phone:(07) 3221 2766, | See outside | Nicolas Malouf Investments Pty Ltd. | Real Estate Developer,True
